2021-09-10T06:32:01.893643+01:00,0
2021-09-10T06:33:01.998418+01:00,0
2021-09-10T06:34:01.954736+01:00,0
2021-09-10T06:35:01.845858+01:00,0
2021-09-10T06:36:01.713662+01:00,0
2021-09-10T06:37:02.449902+01:00,0
2021-09-10T06:38:02.431763+01:00,0
2021-09-10T06:39:02.323505+01:00,0
2021-09-10T06:40:02.177817+01:00,0
2021-09-10T06:41:02.505577+01:00,0
2021-09-10T06:42:02.256265+01:00,0
2021-09-10T06:43:02.550559+01:00,0
2021-09-10T06:44:01.787440+01:00,0
2021-09-10T06:45:01.638419+01:00,0
2021-09-10T06:46:01.760965+01:00,0
2021-09-10T06:47:02.654246+01:00,0
2021-09-10T06:48:01.698288+01:00,18
2021-09-10T06:49:01.723930+01:00,4
2021-09-10T06:50:01.908644+01:00,0
2021-09-10T06:51:02.091333+01:00,0
2021-09-10T06:52:02.315884+01:00,0
2021-09-10T06:53:02.333748+01:00,2
2021-09-10T06:54:02.461868+01:00,4
2021-09-10T06:55:02.325497+01:00,4
2021-09-10T06:56:02.197410+01:00,5
2021-09-10T06:57:02.398586+01:00,6
2021-09-10T06:58:02.723499+01:00,40
2021-09-10T06:59:02.101608+01:00,50
2021-09-10T07:00:02.067161+01:00,26
2021-09-10T07:01:01.784953+01:00,6
2021-09-10T07:02:02.193059+01:00,4
2021-09-10T07:03:02.253490+01:00,6
2021-09-10T07:04:02.409383+01:00,6
2021-09-10T07:05:02.450123+01:00,6
2021-09-10T07:06:02.107832+01:00,4
2021-09-10T07:07:02.092175+01:00,2
2021-09-10T07:08:02.431447+01:00,1
2021-09-10T07:09:02.410496+01:00,3
2021-09-10T07:10:01.756099+01:00,0
2021-09-10T07:11:01.994179+01:00,0
2021-09-10T07:12:01.979388+01:00,0
2021-09-10T07:13:02.508254+01:00,0
2021-09-10T07:14:02.538321+01:00,0
2021-09-10T07:15:01.776595+01:00,0
2021-09-10T07:16:02.282399+01:00,0
2021-09-10T07:17:02.468690+01:00,0
2021-09-10T07:18:02.627374+01:00,0
2021-09-10T07:19:01.845342+01:00,0
2021-09-10T07:20:02.182844+01:00,0
2021-09-10T07:21:01.873178+01:00,0
2021-09-10T07:22:02.584358+01:00,0
2021-09-10T07:23:02.581222+01:00,0
2021-09-10T07:24:01.714100+01:00,0
2021-09-10T07:25:02.118309+01:00,0
2021-09-10T07:26:02.350147+01:00,0
2021-09-10T07:27:02.554903+01:00,0
2021-09-10T07:28:02.062916+01:00,0
2021-09-10T07:29:01.793931+01:00,0
2021-09-10T07:30:02.097894+01:00,0
2021-09-10T07:31:02.182714+01:00,0
2021-09-10T07:32:02.325921+01:00,0
2021-09-10T07:33:02.233094+01:00,0
2021-09-10T07:34:02.600953+01:00,0
2021-09-10T07:35:01.943318+01:00,0
2021-09-10T07:36:02.523375+01:00,0
2021-09-10T07:37:01.836073+01:00,0
2021-09-10T07:38:02.349037+01:00,0
2021-09-10T07:39:02.617683+01:00,0
2021-09-10T07:40:02.038965+01:00,0
2021-09-10T07:41:02.588311+01:00,0
2021-09-10T07:42:01.831984+01:00,0
2021-09-10T07:43:02.299522+01:00,0
2021-09-10T07:44:02.462527+01:00,0
2021-09-10T07:45:01.910000+01:00,0
2021-09-10T07:46:01.685612+01:00,0
2021-09-10T07:47:01.717466+01:00,0
2021-09-10T07:48:02.197064+01:00,0
2021-09-10T07:49:02.554298+01:00,0
2021-09-10T07:50:02.157280+01:00,6
2021-09-10T07:51:02.369559+01:00,0
2021-09-10T07:52:02.193158+01:00,0
2021-09-10T07:53:01.664900+01:00,0
2021-09-10T07:54:01.786348+01:00,4
2021-09-10T07:55:02.181222+01:00,10
2021-09-10T07:56:02.251780+01:00,10
2021-09-10T07:57:01.774715+01:00,6
2021-09-10T07:58:01.805391+01:00,2
2021-09-10T07:59:02.063836+01:00,1
2021-09-10T08:00:01.802134+01:00,42
2021-09-10T08:01:01.714481+01:00,9
2021-09-10T08:02:01.969834+01:00,0
2021-09-10T08:03:02.215085+01:00,0
2021-09-10T08:04:02.190292+01:00,0
2021-09-10T08:05:02.592899+01:00,0
2021-09-10T08:06:01.734894+01:00,0
2021-09-10T08:07:02.442244+01:00,0
2021-09-10T08:08:02.038471+01:00,0
2021-09-10T08:09:02.494409+01:00,0
2021-09-10T08:10:02.621433+01:00,0
2021-09-10T08:11:02.081075+01:00,4
2021-09-10T08:12:02.398340+01:00,0
2021-09-10T08:13:02.625061+01:00,0
2021-09-10T08:14:02.570721+01:00,0
2021-09-10T08:15:02.142260+01:00,0
2021-09-10T08:16:02.515427+01:00,0
2021-09-10T08:17:02.464215+01:00,0
2021-09-10T08:18:02.120767+01:00,0
2021-09-10T08:19:01.694371+01:00,0
2021-09-10T08:20:01.935003+01:00,0
2021-09-10T08:21:02.308635+01:00,8
2021-09-10T08:22:01.980997+01:00,0
2021-09-10T08:23:02.425727+01:00,0
2021-09-10T08:24:01.869442+01:00,0
2021-09-10T08:25:02.226107+01:00,0
2021-09-10T08:26:01.745322+01:00,0
2021-09-10T08:27:01.817014+01:00,0
